Level	Rule Name	Subject	Property	Value
WARN	missing_definition	CHEBI:42485	IAO:0000115		
WARN	missing_definition	CHEBI:43176	IAO:0000115		
WARN	missing_definition	CHEBI:43254	IAO:0000115		
WARN	missing_definition	CHEBI:44185	IAO:0000115		
WARN	missing_definition	CHEBI:45506	IAO:0000115		
WARN	missing_definition	CHEBI:45557	IAO:0000115		
WARN	missing_definition	CHEBI:45599	IAO:0000115		
WARN	missing_definition	CHEBI:45696	IAO:0000115		
WARN	missing_definition	CHEBI:46024	IAO:0000115		
WARN	missing_definition	CHEBI:46077	IAO:0000115		
WARN	missing_definition	CHEBI:46629	IAO:0000115		
WARN	missing_definition	CHEBI:46686	IAO:0000115		
WARN	missing_definition	CHEBI:46691	IAO:0000115		
WARN	missing_definition	CHEBI:46733	IAO:0000115		
WARN	missing_definition	CHEBI:46773	IAO:0000115		
WARN	missing_definition	CHEBI:46777	IAO:0000115		
WARN	missing_definition	CHEBI:46812	IAO:0000115		
WARN	missing_definition	CHEBI:46844	IAO:0000115		
WARN	missing_definition	CHEBI:46845	IAO:0000115		
WARN	missing_definition	CHEBI:46848	IAO:0000115		
WARN	missing_definition	CHEBI:46883	IAO:0000115		
WARN	missing_definition	CHEBI:46912	IAO:0000115		
WARN	missing_definition	CHEBI:46913	IAO:0000115		
WARN	missing_definition	CHEBI:46920	IAO:0000115		
WARN	missing_definition	CHEBI:46940	IAO:0000115		
WARN	missing_definition	CHEBI:46952	IAO:0000115		
WARN	missing_definition	CHEBI:46961	IAO:0000115		
WARN	missing_definition	CHEBI:47004	IAO:0000115		
WARN	missing_definition	CHEBI:47005	IAO:0000115		
WARN	missing_definition	CHEBI:47017	IAO:0000115		
WARN	missing_definition	CHEBI:47018	IAO:0000115		
WARN	missing_definition	CHEBI:47019	IAO:0000115		
WARN	missing_definition	CHEBI:47600	IAO:0000115		
WARN	missing_definition	CHEBI:47779	IAO:0000115		
WARN	missing_definition	CHEBI:47784	IAO:0000115		
WARN	missing_definition	CHEBI:47857	IAO:0000115		
WARN	missing_definition	CHEBI:47880	IAO:0000115		
WARN	missing_definition	CHEBI:47885	IAO:0000115		
WARN	missing_definition	CHEBI:47910	IAO:0000115		
WARN	missing_definition	CHEBI:48009	IAO:0000115		
WARN	missing_definition	CHEBI:48117	IAO:0000115		
WARN	missing_definition	CHEBI:48154	IAO:0000115		
WARN	missing_definition	CHEBI:48337	IAO:0000115		
WARN	missing_definition	CHEBI:48355	IAO:0000115		
WARN	missing_definition	CHEBI:48357	IAO:0000115		
WARN	missing_definition	CHEBI:48359	IAO:0000115		
WARN	missing_definition	CHEBI:48360	IAO:0000115		
WARN	missing_definition	CHEBI:48369	IAO:0000115		
WARN	missing_definition	CHEBI:48376	IAO:0000115		
WARN	missing_definition	CHEBI:48378	IAO:0000115		
WARN	missing_definition	CHEBI:48589	IAO:0000115		
WARN	missing_definition	CHEBI:48626	IAO:0000115		
WARN	missing_definition	CHEBI:48819	IAO:0000115		
WARN	missing_definition	CHEBI:48828	IAO:0000115		
WARN	missing_definition	CHEBI:4883	IAO:0000115		
WARN	missing_definition	CHEBI:48854	IAO:0000115		
WARN	missing_definition	CHEBI:48879	IAO:0000115		
WARN	missing_definition	CHEBI:48891	IAO:0000115		
WARN	missing_definition	CHEBI:48946	IAO:0000115		
WARN	missing_definition	CHEBI:48956	IAO:0000115		
WARN	missing_definition	CHEBI:48958	IAO:0000115		
WARN	missing_definition	CHEBI:49007	IAO:0000115		
WARN	missing_definition	CHEBI:49034	IAO:0000115		
WARN	missing_definition	CHEBI:49036	IAO:0000115		
WARN	missing_definition	CHEBI:49095	IAO:0000115		
WARN	missing_definition	CHEBI:4911	IAO:0000115		
WARN	missing_definition	CHEBI:49172	IAO:0000115		
WARN	missing_definition	CHEBI:49318	IAO:0000115		
WARN	missing_definition	CHEBI:49319	IAO:0000115		
WARN	missing_definition	CHEBI:49637	IAO:0000115		
WARN	missing_definition	CHEBI:49713	IAO:0000115		
WARN	missing_definition	CHEBI:50011	IAO:0000115		
WARN	missing_definition	CHEBI:50091	IAO:0000115		
WARN	missing_definition	CHEBI:50155	IAO:0000115		
WARN	missing_definition	CHEBI:50277	IAO:0000115		
WARN	missing_definition	CHEBI:50297	IAO:0000115		
WARN	missing_definition	CHEBI:50298	IAO:0000115		
WARN	missing_definition	CHEBI:50299	IAO:0000115		
WARN	missing_definition	CHEBI:50307	IAO:0000115		
WARN	missing_definition	CHEBI:50312	IAO:0000115		
WARN	missing_definition	CHEBI:50314	IAO:0000115		
WARN	missing_definition	CHEBI:50315	IAO:0000115		
WARN	missing_definition	CHEBI:50316	IAO:0000115		
WARN	missing_definition	CHEBI:50319	IAO:0000115		
WARN	missing_definition	CHEBI:50320	IAO:0000115		
WARN	missing_definition	CHEBI:50326	IAO:0000115		
WARN	missing_definition	CHEBI:50329	IAO:0000115		
WARN	missing_definition	CHEBI:50330	IAO:0000115		
WARN	missing_definition	CHEBI:50331	IAO:0000115		
WARN	missing_definition	CHEBI:50334	IAO:0000115		
WARN	missing_definition	CHEBI:50335	IAO:0000115		
WARN	missing_definition	CHEBI:50336	IAO:0000115		
WARN	missing_definition	CHEBI:50337	IAO:0000115		
WARN	missing_definition	CHEBI:50338	IAO:0000115		
WARN	missing_definition	CHEBI:50339	IAO:0000115		
WARN	missing_definition	CHEBI:50340	IAO:0000115		
WARN	missing_definition	CHEBI:50341	IAO:0000115		
WARN	missing_definition	CHEBI:50403	IAO:0000115		
WARN	missing_definition	CHEBI:50510	IAO:0000115		
WARN	missing_definition	CHEBI:50533	IAO:0000115		
WARN	missing_definition	CHEBI:50680	IAO:0000115		
WARN	missing_definition	CHEBI:50681	IAO:0000115		
WARN	missing_definition	CHEBI:50893	IAO:0000115		
WARN	missing_definition	CHEBI:51069	IAO:0000115		
WARN	missing_definition	CHEBI:51082	IAO:0000115		
WARN	missing_definition	CHEBI:51085	IAO:0000115		
WARN	missing_definition	CHEBI:51121	IAO:0000115		
WARN	missing_definition	CHEBI:51143	IAO:0000115		
WARN	missing_definition	CHEBI:51144	IAO:0000115		
WARN	missing_definition	CHEBI:51214	IAO:0000115		
WARN	missing_definition	CHEBI:51234	IAO:0000115		
WARN	missing_definition	CHEBI:51286	IAO:0000115		
WARN	missing_definition	CHEBI:51446	IAO:0000115		
WARN	missing_definition	CHEBI:51447	IAO:0000115		
WARN	missing_definition	CHEBI:51914	IAO:0000115		
WARN	missing_definition	CHEBI:51958	IAO:0000115		
WARN	missing_definition	CHEBI:51959	IAO:0000115		
WARN	missing_definition	CHEBI:52208	IAO:0000115		
WARN	missing_definition	CHEBI:52211	IAO:0000115		
WARN	missing_definition	CHEBI:52289	IAO:0000115		
WARN	missing_definition	CHEBI:52310	IAO:0000115		
WARN	missing_definition	CHEBI:52565	IAO:0000115		
WARN	missing_definition	CHEBI:52625	IAO:0000115		
WARN	missing_definition	CHEBI:5975	IAO:0000115		
WARN	missing_definition	CHEBI:60253	IAO:0000115		
WARN	missing_definition	CHEBI:616459	IAO:0000115		
WARN	missing_definition	CHEBI:66987	IAO:0000115		
WARN	missing_definition	CHEBI:69173	IAO:0000115		
WARN	missing_definition	CHEBI:7596	IAO:0000115		
WARN	missing_definition	CHEBI:84339	IAO:0000115		
WARN	missing_definition	CHEBI:85541	IAO:0000115		
WARN	missing_definition	CHEBI:85615	IAO:0000115		
WARN	missing_definition	CHEBI:88868	IAO:0000115		
WARN	missing_definition	CHEBI:9602	IAO:0000115		
WARN	missing_definition	CL:0000154	IAO:0000115		
WARN	missing_definition	CL:0000227	IAO:0000115		
WARN	missing_definition	CL:0000255	IAO:0000115		
WARN	missing_definition	CL:0000334	IAO:0000115		
WARN	missing_definition	CL:0000521	IAO:0000115		
WARN	missing_definition	MOD:00693	IAO:0000115		
WARN	missing_definition	MOD:00764	IAO:0000115		
WARN	missing_definition	PATO:0000068	IAO:0000115		
WARN	missing_definition	PATO:0002062	IAO:0000115		
WARN	missing_definition	RO:0001018	IAO:0000115		
WARN	missing_definition	RO:0001019	IAO:0000115		
WARN	missing_definition	RO:0002017	IAO:0000115		
WARN	missing_definition	RO:0002022	IAO:0000115		
WARN	missing_definition	RO:0002086	IAO:0000115		
WARN	missing_definition	RO:0002090	IAO:0000115		
WARN	missing_definition	RO:0002092	IAO:0000115		
WARN	missing_definition	RO:0002093	IAO:0000115		
WARN	missing_definition	RO:0002222	IAO:0000115		
WARN	missing_definition	RO:0002304	IAO:0000115		
WARN	missing_definition	RO:0002305	IAO:0000115		
WARN	missing_definition	RO:0002327	IAO:0000115		
WARN	missing_definition	RO:0002405	IAO:0000115		
WARN	missing_definition	RO:0002447	IAO:0000115		
WARN	missing_definition	RO:0002464	IAO:0000115		
WARN	missing_definition	RO:0002481	IAO:0000115		
WARN	missing_definition	RO:0002482	IAO:0000115		
WARN	missing_definition	RO:0002502	IAO:0000115		
WARN	missing_definition	RO:0002506	IAO:0000115		
WARN	missing_definition	RO:0002559	IAO:0000115		
WARN	missing_definition	RO:0002563	IAO:0000115		
WARN	missing_definition	RO:0002564	IAO:0000115		
WARN	missing_definition	RO:0004032	IAO:0000115		
WARN	missing_definition	RO:0004033	IAO:0000115		
WARN	missing_definition	RO:0004046	IAO:0000115		
WARN	missing_definition	RO:0004047	IAO:0000115		
WARN	missing_definition	SO:0000010	IAO:0000115		
WARN	missing_definition	SO:0000011	IAO:0000115		
WARN	missing_definition	SO:0000237	IAO:0000115		
WARN	missing_definition	SO:0000298	IAO:0000115		
WARN	missing_definition	SO:0000401	IAO:0000115		
WARN	missing_definition	SO:0000578	IAO:0000115		
WARN	missing_definition	SO:0000628	IAO:0000115		
WARN	missing_definition	SO:0000663	IAO:0000115		
WARN	missing_definition	SO:0000951	IAO:0000115		
WARN	missing_definition	SO:0001217	IAO:0000115		
WARN	missing_definition	SO:0001267	IAO:0000115		
WARN	missing_definition	SO:0001272	IAO:0000115		
WARN	missing_definition	http://purl.obolibrary.org/obo/chebi#has_functional_parent	IAO:0000115		
WARN	missing_definition	http://purl.obolibrary.org/obo/chebi#has_parent_hydride	IAO:0000115		
WARN	missing_definition	http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	IAO:0000115		
WARN	missing_definition	http://purl.obolibrary.org/obo/chebi#is_conjugate_base_of	IAO:0000115		
WARN	missing_definition	http://purl.obolibrary.org/obo/chebi#is_enantiomer_of	IAO:0000115		
WARN	missing_definition	http://purl.obolibrary.org/obo/chebi#is_substituent_group_from	IAO:0000115		
WARN	missing_definition	http://purl.obolibrary.org/obo/chebi#is_tautomer_of	IAO:0000115		
WARN	missing_definition	http://purl.obolibrary.org/obo/so#derives_from	IAO:0000115		
WARN	missing_definition	http://purl.obolibrary.org/obo/so#has_quality	IAO:0000115		
WARN	missing_definition	http://purl.obolibrary.org/obo/so#member_of	IAO:0000115		
WARN	missing_definition	oboInOwl:Subset	IAO:0000115		
WARN	missing_definition	oboInOwl:SubsetProperty	IAO:0000115		
WARN	missing_definition	oboInOwl:consider	IAO:0000115		
WARN	missing_definition	oboInOwl:hasAlternativeId	IAO:0000115		
WARN	missing_definition	oboInOwl:hasBroadSynonym	IAO:0000115		
WARN	missing_definition	oboInOwl:hasDbXref	IAO:0000115		
WARN	missing_definition	oboInOwl:hasExactSynonym	IAO:0000115		
WARN	missing_definition	oboInOwl:hasNarrowSynonym	IAO:0000115		
WARN	missing_definition	oboInOwl:hasOBOFormatVersion	IAO:0000115		
WARN	missing_definition	oboInOwl:hasOBONamespace	IAO:0000115		
WARN	missing_definition	oboInOwl:hasRelatedSynonym	IAO:0000115		
WARN	missing_definition	oboInOwl:inSubset	IAO:0000115		
WARN	missing_definition	oboInOwl:shorthand	IAO:0000115		
WARN	duplicate_scoped_synonym	CHEBI:15705	oboInOwl:hasExactSynonym	L-alpha-amino acids	
WARN	duplicate_scoped_synonym	CHEBI:15705	oboInOwl:hasRelatedSynonym	L-alpha-amino acids	
WARN	duplicate_scoped_synonym	CHEBI:15940	oboInOwl:hasExactSynonym	nicotinic acid	
WARN	duplicate_scoped_synonym	CHEBI:15940	oboInOwl:hasRelatedSynonym	nicotinic acid	
WARN	duplicate_scoped_synonym	CHEBI:16038	oboInOwl:hasExactSynonym	phosphatidylethanolamines	
WARN	duplicate_scoped_synonym	CHEBI:16038	oboInOwl:hasRelatedSynonym	phosphatidylethanolamines	
WARN	duplicate_scoped_synonym	CHEBI:16632	oboInOwl:hasExactSynonym	4-hydroxy-3-methoxybenzoate	
WARN	duplicate_scoped_synonym	CHEBI:16632	oboInOwl:hasRelatedSynonym	4-hydroxy-3-methoxybenzoate	
WARN	duplicate_scoped_synonym	CHEBI:16733	oboInOwl:hasExactSynonym	D-alpha-amino acids	
WARN	duplicate_scoped_synonym	CHEBI:16733	oboInOwl:hasRelatedSynonym	D-alpha-amino acids	
WARN	duplicate_scoped_synonym	CHEBI:16907	oboInOwl:hasExactSynonym	4-nitroquinoline 1-oxide	
WARN	duplicate_scoped_synonym	CHEBI:16907	oboInOwl:hasRelatedSynonym	4-nitroquinoline 1-oxide	
WARN	duplicate_scoped_synonym	CHEBI:16958	oboInOwl:hasExactSynonym	3-aminopropanoic acid	
WARN	duplicate_scoped_synonym	CHEBI:16958	oboInOwl:hasRelatedSynonym	3-aminopropanoic acid	
WARN	duplicate_scoped_synonym	CHEBI:16991	oboInOwl:hasExactSynonym	deoxyribonucleic acids	
WARN	duplicate_scoped_synonym	CHEBI:16991	oboInOwl:hasRelatedSynonym	deoxyribonucleic acids	
WARN	duplicate_scoped_synonym	CHEBI:17087	oboInOwl:hasExactSynonym	ketones	
WARN	duplicate_scoped_synonym	CHEBI:17087	oboInOwl:hasRelatedSynonym	ketones	
WARN	duplicate_scoped_synonym	CHEBI:17272	oboInOwl:hasExactSynonym	propanoate	
WARN	duplicate_scoped_synonym	CHEBI:17272	oboInOwl:hasRelatedSynonym	propanoate	
WARN	duplicate_scoped_synonym	CHEBI:17478	oboInOwl:hasExactSynonym	aldehydes	
WARN	duplicate_scoped_synonym	CHEBI:17478	oboInOwl:hasRelatedSynonym	aldehydes	
WARN	duplicate_scoped_synonym	CHEBI:17596	oboInOwl:hasExactSynonym	inosine	
WARN	duplicate_scoped_synonym	CHEBI:17596	oboInOwl:hasRelatedSynonym	inosine	
WARN	duplicate_scoped_synonym	CHEBI:17698	oboInOwl:hasExactSynonym	chloramphenicol	
WARN	duplicate_scoped_synonym	CHEBI:17698	oboInOwl:hasRelatedSynonym	chloramphenicol	
WARN	duplicate_scoped_synonym	CHEBI:17754	oboInOwl:hasExactSynonym	glycerol	
WARN	duplicate_scoped_synonym	CHEBI:17754	oboInOwl:hasRelatedSynonym	glycerol	
WARN	duplicate_scoped_synonym	CHEBI:17855	oboInOwl:hasExactSynonym	triglycerides	
WARN	duplicate_scoped_synonym	CHEBI:17855	oboInOwl:hasRelatedSynonym	triglycerides	
WARN	duplicate_scoped_synonym	CHEBI:17968	oboInOwl:hasExactSynonym	butanoate	
WARN	duplicate_scoped_synonym	CHEBI:17968	oboInOwl:hasRelatedSynonym	butanoate	
WARN	duplicate_scoped_synonym	CHEBI:18035	oboInOwl:hasExactSynonym	diglycerides	
WARN	duplicate_scoped_synonym	CHEBI:18035	oboInOwl:hasRelatedSynonym	diglycerides	
WARN	duplicate_scoped_synonym	CHEBI:18140	oboInOwl:hasExactSynonym	hydrogen halides	
WARN	duplicate_scoped_synonym	CHEBI:18140	oboInOwl:hasRelatedSynonym	hydrogen halides	
WARN	duplicate_scoped_synonym	CHEBI:18212	oboInOwl:hasExactSynonym	selenite	
WARN	duplicate_scoped_synonym	CHEBI:18212	oboInOwl:hasRelatedSynonym	selenite	
WARN	duplicate_scoped_synonym	CHEBI:18248	oboInOwl:hasExactSynonym	iron	
WARN	duplicate_scoped_synonym	CHEBI:18248	oboInOwl:hasRelatedSynonym	iron	
WARN	duplicate_scoped_synonym	CHEBI:18291	oboInOwl:hasExactSynonym	manganese	
WARN	duplicate_scoped_synonym	CHEBI:18291	oboInOwl:hasRelatedSynonym	manganese	
WARN	duplicate_scoped_synonym	CHEBI:22927	oboInOwl:hasExactSynonym	bromine	
WARN	duplicate_scoped_synonym	CHEBI:22927	oboInOwl:hasRelatedSynonym	bromine	
WARN	duplicate_scoped_synonym	CHEBI:22977	oboInOwl:hasExactSynonym	cadmium	
WARN	duplicate_scoped_synonym	CHEBI:22977	oboInOwl:hasRelatedSynonym	cadmium	
WARN	duplicate_scoped_synonym	CHEBI:22984	oboInOwl:hasExactSynonym	calcium	
WARN	duplicate_scoped_synonym	CHEBI:22984	oboInOwl:hasRelatedSynonym	calcium	
WARN	duplicate_scoped_synonym	CHEBI:23116	oboInOwl:hasExactSynonym	chlorine	
WARN	duplicate_scoped_synonym	CHEBI:23116	oboInOwl:hasRelatedSynonym	chlorine	
WARN	duplicate_scoped_synonym	CHEBI:24061	oboInOwl:hasExactSynonym	fluorine	
WARN	duplicate_scoped_synonym	CHEBI:24061	oboInOwl:hasRelatedSynonym	fluorine	
WARN	duplicate_scoped_synonym	CHEBI:24400	oboInOwl:hasExactSynonym	glycosides	
WARN	duplicate_scoped_synonym	CHEBI:24400	oboInOwl:hasRelatedSynonym	glycosides	
WARN	duplicate_scoped_synonym	CHEBI:24650	oboInOwl:hasExactSynonym	hydroxamic acids	
WARN	duplicate_scoped_synonym	CHEBI:24650	oboInOwl:hasRelatedSynonym	hydroxamic acids	
WARN	duplicate_scoped_synonym	CHEBI:24848	oboInOwl:hasExactSynonym	inositols	
WARN	duplicate_scoped_synonym	CHEBI:24848	oboInOwl:hasRelatedSynonym	inositols	
WARN	duplicate_scoped_synonym	CHEBI:24859	oboInOwl:hasExactSynonym	iodine	
WARN	duplicate_scoped_synonym	CHEBI:24859	oboInOwl:hasRelatedSynonym	iodine	
WARN	duplicate_scoped_synonym	CHEBI:24913	oboInOwl:hasExactSynonym	isoprenoids	
WARN	duplicate_scoped_synonym	CHEBI:24913	oboInOwl:hasRelatedSynonym	isoprenoids	
WARN	duplicate_scoped_synonym	CHEBI:24995	oboInOwl:hasExactSynonym	lactams	
WARN	duplicate_scoped_synonym	CHEBI:24995	oboInOwl:hasRelatedSynonym	lactams	
WARN	duplicate_scoped_synonym	CHEBI:25016	oboInOwl:hasExactSynonym	lead	
WARN	duplicate_scoped_synonym	CHEBI:25016	oboInOwl:hasRelatedSynonym	lead	
WARN	duplicate_scoped_synonym	CHEBI:25106	oboInOwl:hasExactSynonym	macrolides	
WARN	duplicate_scoped_synonym	CHEBI:25106	oboInOwl:hasRelatedSynonym	macrolides	
WARN	duplicate_scoped_synonym	CHEBI:25107	oboInOwl:hasExactSynonym	magnesium	
WARN	duplicate_scoped_synonym	CHEBI:25107	oboInOwl:hasRelatedSynonym	magnesium	
WARN	duplicate_scoped_synonym	CHEBI:25195	oboInOwl:hasExactSynonym	mercury	
WARN	duplicate_scoped_synonym	CHEBI:25195	oboInOwl:hasRelatedSynonym	mercury	
WARN	duplicate_scoped_synonym	CHEBI:25555	oboInOwl:hasExactSynonym	nitrogen	
WARN	duplicate_scoped_synonym	CHEBI:25555	oboInOwl:hasRelatedSynonym	nitrogen	
WARN	duplicate_scoped_synonym	CHEBI:25585	oboInOwl:hasExactSynonym	nonmetal	
WARN	duplicate_scoped_synonym	CHEBI:25585	oboInOwl:hasRelatedSynonym	nonmetal	
WARN	duplicate_scoped_synonym	CHEBI:25698	oboInOwl:hasExactSynonym	ethers	
WARN	duplicate_scoped_synonym	CHEBI:25698	oboInOwl:hasRelatedSynonym	ethers	
WARN	duplicate_scoped_synonym	CHEBI:25750	oboInOwl:hasExactSynonym	oximes	
WARN	duplicate_scoped_synonym	CHEBI:25750	oboInOwl:hasRelatedSynonym	oximes	
WARN	duplicate_scoped_synonym	CHEBI:25754	oboInOwl:hasExactSynonym	oxo carboxylic acids	
WARN	duplicate_scoped_synonym	CHEBI:25754	oboInOwl:hasRelatedSynonym	oxo carboxylic acids	
WARN	duplicate_scoped_synonym	CHEBI:25805	oboInOwl:hasExactSynonym	oxygen	
WARN	duplicate_scoped_synonym	CHEBI:25805	oboInOwl:hasRelatedSynonym	oxygen	
WARN	duplicate_scoped_synonym	CHEBI:26020	oboInOwl:hasExactSynonym	phosphates	
WARN	duplicate_scoped_synonym	CHEBI:26020	oboInOwl:hasRelatedSynonym	phosphates	
WARN	duplicate_scoped_synonym	CHEBI:26216	oboInOwl:hasExactSynonym	potassium	
WARN	duplicate_scoped_synonym	CHEBI:26216	oboInOwl:hasRelatedSynonym	potassium	
WARN	duplicate_scoped_synonym	CHEBI:2634	oboInOwl:hasExactSynonym	amidines	
WARN	duplicate_scoped_synonym	CHEBI:2634	oboInOwl:hasRelatedSynonym	amidines	
WARN	duplicate_scoped_synonym	CHEBI:26708	oboInOwl:hasExactSynonym	sodium	
WARN	duplicate_scoped_synonym	CHEBI:26708	oboInOwl:hasRelatedSynonym	sodium	
WARN	duplicate_scoped_synonym	CHEBI:26833	oboInOwl:hasExactSynonym	sulfur	
WARN	duplicate_scoped_synonym	CHEBI:26833	oboInOwl:hasRelatedSynonym	sulfur	
WARN	duplicate_scoped_synonym	CHEBI:27007	oboInOwl:hasExactSynonym	tin	
WARN	duplicate_scoped_synonym	CHEBI:27007	oboInOwl:hasRelatedSynonym	tin	
WARN	duplicate_scoped_synonym	CHEBI:27081	oboInOwl:hasExactSynonym	transition element	
WARN	duplicate_scoped_synonym	CHEBI:27081	oboInOwl:hasRelatedSynonym	transition element	
WARN	duplicate_scoped_synonym	CHEBI:27363	oboInOwl:hasExactSynonym	zinc	
WARN	duplicate_scoped_synonym	CHEBI:27363	oboInOwl:hasRelatedSynonym	zinc	
WARN	duplicate_scoped_synonym	CHEBI:27560	oboInOwl:hasExactSynonym	boron	
WARN	duplicate_scoped_synonym	CHEBI:27560	oboInOwl:hasRelatedSynonym	boron	
WARN	duplicate_scoped_synonym	CHEBI:27563	oboInOwl:hasExactSynonym	arsenic	
WARN	duplicate_scoped_synonym	CHEBI:27563	oboInOwl:hasRelatedSynonym	arsenic	
WARN	duplicate_scoped_synonym	CHEBI:27568	oboInOwl:hasExactSynonym	selenium	
WARN	duplicate_scoped_synonym	CHEBI:27568	oboInOwl:hasRelatedSynonym	selenium	
WARN	duplicate_scoped_synonym	CHEBI:27573	oboInOwl:hasExactSynonym	silicon	
WARN	duplicate_scoped_synonym	CHEBI:27573	oboInOwl:hasRelatedSynonym	silicon	
WARN	duplicate_scoped_synonym	CHEBI:27594	oboInOwl:hasExactSynonym	carbon	
WARN	duplicate_scoped_synonym	CHEBI:27594	oboInOwl:hasRelatedSynonym	carbon	
WARN	duplicate_scoped_synonym	CHEBI:27698	oboInOwl:hasExactSynonym	vanadium	
WARN	duplicate_scoped_synonym	CHEBI:27698	oboInOwl:hasRelatedSynonym	vanadium	
WARN	duplicate_scoped_synonym	CHEBI:27902	oboInOwl:hasExactSynonym	tetracycline	
WARN	duplicate_scoped_synonym	CHEBI:27902	oboInOwl:hasRelatedSynonym	tetracycline	
WARN	duplicate_scoped_synonym	CHEBI:28073	oboInOwl:hasExactSynonym	chromium	
WARN	duplicate_scoped_synonym	CHEBI:28073	oboInOwl:hasRelatedSynonym	chromium	
WARN	duplicate_scoped_synonym	CHEBI:28262	oboInOwl:hasExactSynonym	dimethyl sulfoxide	
WARN	duplicate_scoped_synonym	CHEBI:28262	oboInOwl:hasRelatedSynonym	dimethyl sulfoxide	
WARN	duplicate_scoped_synonym	CHEBI:28659	oboInOwl:hasExactSynonym	phosphorus	
WARN	duplicate_scoped_synonym	CHEBI:28659	oboInOwl:hasRelatedSynonym	phosphorus	
WARN	duplicate_scoped_synonym	CHEBI:28685	oboInOwl:hasExactSynonym	molybdenum	
WARN	duplicate_scoped_synonym	CHEBI:28685	oboInOwl:hasRelatedSynonym	molybdenum	
WARN	duplicate_scoped_synonym	CHEBI:28694	oboInOwl:hasExactSynonym	copper	
WARN	duplicate_scoped_synonym	CHEBI:28694	oboInOwl:hasRelatedSynonym	copper	
WARN	duplicate_scoped_synonym	CHEBI:28837	oboInOwl:hasExactSynonym	octanoic acid	
WARN	duplicate_scoped_synonym	CHEBI:28837	oboInOwl:hasRelatedSynonym	octanoic acid	
WARN	duplicate_scoped_synonym	CHEBI:28984	oboInOwl:hasExactSynonym	aluminium	
WARN	duplicate_scoped_synonym	CHEBI:28984	oboInOwl:hasRelatedSynonym	aluminium	
WARN	duplicate_scoped_synonym	CHEBI:29256	oboInOwl:hasExactSynonym	thiols	
WARN	duplicate_scoped_synonym	CHEBI:29256	oboInOwl:hasRelatedSynonym	thiols	
WARN	duplicate_scoped_synonym	CHEBI:30452	oboInOwl:hasExactSynonym	tellurium	
WARN	duplicate_scoped_synonym	CHEBI:30452	oboInOwl:hasRelatedSynonym	tellurium	
WARN	duplicate_scoped_synonym	CHEBI:30512	oboInOwl:hasExactSynonym	silver	
WARN	duplicate_scoped_synonym	CHEBI:30512	oboInOwl:hasRelatedSynonym	silver	
WARN	duplicate_scoped_synonym	CHEBI:30514	oboInOwl:hasExactSynonym	caesium	
WARN	duplicate_scoped_synonym	CHEBI:30514	oboInOwl:hasRelatedSynonym	caesium	
WARN	duplicate_scoped_synonym	CHEBI:31011	oboInOwl:hasExactSynonym	pentanoate	
WARN	duplicate_scoped_synonym	CHEBI:31011	oboInOwl:hasRelatedSynonym	pentanoate	
WARN	duplicate_scoped_synonym	CHEBI:32955	oboInOwl:hasExactSynonym	epoxides	
WARN	duplicate_scoped_synonym	CHEBI:32955	oboInOwl:hasRelatedSynonym	epoxides	
WARN	duplicate_scoped_synonym	CHEBI:33301	oboInOwl:hasExactSynonym	bismuth	
WARN	duplicate_scoped_synonym	CHEBI:33301	oboInOwl:hasRelatedSynonym	bismuth	
WARN	duplicate_scoped_synonym	CHEBI:33452	oboInOwl:hasExactSynonym	benzylic groups	
WARN	duplicate_scoped_synonym	CHEBI:33452	oboInOwl:hasRelatedSynonym	benzylic groups	
WARN	duplicate_scoped_synonym	CHEBI:33641	oboInOwl:hasExactSynonym	olefins	
WARN	duplicate_scoped_synonym	CHEBI:33641	oboInOwl:hasRelatedSynonym	olefins	
WARN	duplicate_scoped_synonym	CHEBI:33664	oboInOwl:hasExactSynonym	monocyclic hydrocarbons	
WARN	duplicate_scoped_synonym	CHEBI:33664	oboInOwl:hasRelatedSynonym	monocyclic hydrocarbons	
WARN	duplicate_scoped_synonym	CHEBI:33697	oboInOwl:hasExactSynonym	ribonucleic acids	
WARN	duplicate_scoped_synonym	CHEBI:33697	oboInOwl:hasRelatedSynonym	ribonucleic acids	
WARN	duplicate_scoped_synonym	CHEBI:33708	oboInOwl:hasExactSynonym	amino acid residue	
WARN	duplicate_scoped_synonym	CHEBI:33708	oboInOwl:hasRelatedSynonym	amino acid residue	
WARN	duplicate_scoped_synonym	CHEBI:33823	oboInOwl:hasExactSynonym	enols	
WARN	duplicate_scoped_synonym	CHEBI:33823	oboInOwl:hasRelatedSynonym	enols	
WARN	duplicate_scoped_synonym	CHEBI:33838	oboInOwl:hasExactSynonym	nucleosides	
WARN	duplicate_scoped_synonym	CHEBI:33838	oboInOwl:hasRelatedSynonym	nucleosides	
WARN	duplicate_scoped_synonym	CHEBI:34848	oboInOwl:hasExactSynonym	mevastatin	
WARN	duplicate_scoped_synonym	CHEBI:34848	oboInOwl:hasRelatedSynonym	mevastatin	
WARN	duplicate_scoped_synonym	CHEBI:35186	oboInOwl:hasExactSynonym	terpenes	
WARN	duplicate_scoped_synonym	CHEBI:35186	oboInOwl:hasRelatedSynonym	terpenes	
WARN	duplicate_scoped_synonym	CHEBI:35187	oboInOwl:hasExactSynonym	monoterpenes	
WARN	duplicate_scoped_synonym	CHEBI:35187	oboInOwl:hasRelatedSynonym	monoterpenes	
